FACLID21	JURDID	STATE	COUNTY	FACLNAME	CITY	ZIPP	STRATUMNEW	WEIGHT	CONFPOP	CONFPOPF	NCONPOP	NCONPOPF	TOTPOP	TOTPOPF	NONCITZ	NONCITZF	WEEK	WEEKN	WEEKF	ADULTM	ADULTMF	ADULTF	ADULTFF	JUVM	JUVMF	JUVF	JUVFF	TOTGENDER	TOTGENDERF	ADLTJUV	ADLTJUVF	CONV	CONVF	CONVUNSENT	CONVUNSENTF	CONVSENT	CONVSENTF	UNCONV	UNCONVF	UNCONVTRIAL	UNCONVTRIALF	UNCONVHOLD	UNCONVHOLDF	UNCONVOTHER	UNCONVOTHERF	S2QII3C	S2QII3CF	WHITE	WHITEF	BLACK	BLACKF	HISP	HISPF	AIAN	AIANF	ASIAN	ASIANF	NHOPI	NHOPIF	TWORACE	TWORACEF	OTHERRACESPEC	OTHERRACE	OTHERRACEF	RACEDK	RACEDKF	RACETOTAL	RACETOTALF	MARSHALS	MARSHALSF	BOP	BOPF	ICE	ICEF	BIA	BIAF	S2QII5A5SPEC	S2QII5A5	S2QII5A5F	INSTATEPRIS	INSTATEPRISF	OUTSTATEPRIS	OUTSTATEPRISF	INSTATEJAIL	INSTATEJAILF	OUTSTATEJAIL	OUTSTATEJAILF	S2QII5D	S2QII5DF	PEAKDATE	PEAKPOP	PEAKPOPF	ADP	ADPF	RATED	RATEDF	OPERATION	OPERATIONF	DESIGN	DESIGNF	ADMIS	ADMISF	RELEASE	RELEASEF	CONVII10A	CONVII10AF	UNCONVII10A	UNCONVII10AF	CONVII10B	CONVII10BF	UNCONVII10B	UNCONVII10BF	CONVII10C	CONVII10CF	UNCONVII10C	UNCONVII10CF	CONVII10D	CONVII10DF	UNCONVII10D	UNCONVII10DF	CONVII10E	CONVII10EF	UNCONVII10E	UNCONVII10EF	CONVII10F	CONVFII10F	UNCONVII10F	UNCONVII10FF	S2II10GCONV	S2II10GCONVF	S2II10GFUNCONV	S2II10GFUNCONVF	EMONITOR	EMONITORF	HOMEDETN	HOMEDETNF	COMMSRV	COMMSRVF	DAYREPORT	DAYREPORTF	PRETRIAL	PRETRIALF	ALTWORK	ALTWORKF	TREATMENT	TREATMENTF	OTRNONCONFS	OTRNONCONF	OTRNONCONFF	NONCONFD	NONCONFDF	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	CORRSTAFF	CORRSTAFFF	OTHERSTAFF	OTHERSTAFFF	S4QIV1C	S4QIV1CF	ASSAULTSTAFFYN	ASSAULTCORR	ASSAULTCORRF	ASSAULTOTRSTAFF	ASSAULTOTRSTAFFF	DEATHSTAFFYN	DEATHCORR	DEATHCORRF	DEATHOTRSTAFF	DEATHOTRSTAFFF	PHYSASSAULT	PHYSASSAULTF	DRUGVIO	DRUGVIOF	ALCOVIO	ALCOVIOF	WEAPON	WEAPONF	STOLENPROP	STOLENPROPF	ESCAPE	ESCAPEF	OTHERMAJVIO	OTHERMAJVIOF	NCONPOP2	BJSW
441102102061000000000	441102102	TX	HARRISON COUNTY	HARRISON COUNTY JAIL	MARSHALL	75670	8	2.7519	255	0	0	0	255	0	12	0	-9	0	0	196	0	59	0	0	8	0	8	255	0	0	0	22	0	0	0	22	0	233	0	233	0	0	8	0	8	255	0	117	0	126	0	12	0	0	0	0	0	0	0	0	0	 	0	0	0	0	255	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	2	255	0	214	0	350	0	300	0	350	0	71	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174342
151014014061000000000	151014014	IN	DAVIESS COUNTY	DAVIESS COUNTY SECURITY CENTER	Washington	47501	8	2.7519	158	1	0	0	158	1	0	0	1	0	9	130	1	28	1	0	0	0	0	158	1	0	0	45	1	20	1	25	1	113	1	0	9	0	9	0	9	158	1	149	1	5	1	4	1	0	1	0	1	0	1	0	1	 	0	1	0	1	158	1	0	1	0	1	0	1	0	1	 	0	1	4	1	0	1	0	1	0	1	4	1	26	162	1	160	1	350	1	350	1	350	1	8	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174342
111063063061000000000	111063063	GA	GLYNN COUNTY	GLYNN COUNTY DETENTION CENTER	BRUNSWICK	31520	7	1.4136	376	0	1	0	377	0	1	0	1	2	0	326	0	50	0	0	0	0	0	376	0	0	0	153	0	0	0	153	0	223	0	222	0	1	0	0	0	376	0	183	0	189	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	376	0	1	0	0	0	1	0	0	0	 	0	0	45	0	0	0	4	0	1	0	52	0	3	405	0	426	0	344	0	533	0	224	0	102	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.5742364
411038038060100000000	411038038	SC	ORANGEBURG-CALHOUN COUNTY	ORANGEBURG/CALHOUN CO REGIONAL DETENTION CTR	ORANGEBURG	29477	12	1	239	0	0	0	239	0	0	0	1	15	1	214	0	22	0	3	0	0	0	239	0	3	0	65	1	0	0	65	0	174	0	174	0	0	0	0	0	239	0	15	1	220	1	2	0	0	1	1	0	0	1	1	0	 	0	1	0	0	239	0	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0	2	260	0	256	1	344	0	344	0	344	0	105	1	80	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	8	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	9	-9	0	9	0	9	-9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	15	1.0769231
472101001061000000000	472101001	VA	ALEXANDRIA CITY	ALEXANDRIA CITY DETENTION CENTER	ALEXANDRIA	22314	2	2.4167	401	0	17	0	418	0	117	1	1	5	0	364	0	35	0	2	0	0	0	401	0	2	0	187	0	7	0	180	0	214	0	211	0	3	0	0	0	401	0	77	0	217	0	103	0	1	0	3	0	0	0	0	0	 	0	0	0	0	401	0	162	0	3	0	3	0	0	0	 	0	0	68	0	0	0	3	0	0	0	239	0	1	427	0	428	0	340	0	450	0	450	0	77	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	12	0	0	0	 	0	0	17	0	8	0	9	0	0	0	0	0	17	0	17	0	0	0	17	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2.4857486
341033033061000000000	341033033	NC	EDGECOMBE COUNTY	EDGECOMBE COUNTY JAIL AND ANNEX	TARBORO	27886	3	4.2917	272	0	0	0	272	0	43	0	1	7	0	239	0	26	0	6	0	1	0	272	0	6	0	80	0	0	0	80	0	192	0	0	0	10	0	182	0	272	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	272	0	100	0	0	0	0	0	0	0	 	0	0	172	0	0	0	0	0	0	0	272	0	30	272	0	212	0	338	0	340	0	338	0	247	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5.15004
441249249061000000000	441249249	TX	WISE COUNTY	WISE COUNTY JAIL	DECATUR	76234	8	2.7519	173	0	0	0	173	0	13	1	-9	0	0	138	0	34	0	1	0	0	0	173	0	1	0	41	0	0	0	41	0	132	0	121	1	11	1	0	0	173	0	143	0	6	0	24	0	0	0	0	0	0	0	0	0	 	0	0	0	0	173	0	0	0	0	0	8	0	0	0	 	0	0	4	0	0	0	11	1	0	0	23	1	16	184	0	165	0	338	0	338	0	338	0	71	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174342
471017017062000000000	471017017	VA	CAROLINE COUNTY	PEUMANSEND CREEK REGIONAL JAIL	BOWLING GREEN	22427	12	1	314	0	0	0	314	0	0	9	-9	0	0	314	0	0	0	0	0	0	0	314	0	0	0	314	0	0	0	314	0	0	0	0	0	0	0	0	0	314	0	75	0	205	0	30	0	0	0	4	0	0	0	0	0	 	0	0	0	0	314	0	0	0	0	0	0	0	0	0	 	0	0	109	0	0	0	205	0	0	0	314	0	14	333	0	268	0	336	0	336	0	336	0	13	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	7	0	0	0	13	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	48	0	105	0	-9	0	0	0	0	-9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0769231
151003003061000000000	151003003	IN	BARTHOLOMEW COUNTY	BARTHOLOMEW COUNTY JAIL	COLUMBUS	47201	8	2.7519	126	0	0	0	126	0	2	0	-9	0	0	99	0	27	0	0	0	0	0	126	0	0	0	39	1	5	1	34	1	87	1	86	1	1	1	0	0	126	0	112	0	12	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	126	0	0	0	0	0	2	0	0	0	 	0	0	8	0	0	0	0	0	0	0	10	0	25	141	0	166	0	336	0	232	0	362	0	82	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174342
191061059060000008400	191061059	LA	WEST BATON ROUGE PARISH	WEST BATON ROUGE PARISH JAIL	Port Allen	70767	7	1.4136	224	0	0	8	224	0	0	9	-9	0	0	199	0	22	0	3	0	0	0	224	0	3	0	69	1	0	1	69	1	155	1	109	1	46	1	0	0	224	0	79	0	133	0	10	0	0	0	2	0	0	0	0	0	 	0	8	0	0	224	0	36	0	1	0	3	0	0	0	 	0	8	69	0	0	0	0	0	0	0	109	0	24	233	0	261	0	333	0	325	0	0	9	25	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
141082082061000000000	141082082	IL	ST. CLAIR COUNTY	ST. CLAIR COUNTY JAIL	BELLEVILLE	62220	7	1.4136	471	0	0	0	471	0	0	0	1	6	0	428	0	43	0	0	0	0	0	471	0	0	0	16	0	0	0	16	0	455	0	449	0	6	0	0	0	471	0	119	0	347	0	3	0	0	0	0	0	0	0	2	0	 	0	0	0	0	471	0	29	0	0	0	0	0	0	0	 	0	0	0	0	0	0	4	0	4	0	37	0	27	492	0	470	0	330	0	330	0	330	0	222	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1.5742364
491004004061000000000	491004004	WV	BRAXTON COUNTY	CENTRAL REGIONAL JAIL	Sutton	26601	12	1	306	1	0	0	306	1	0	9	1	3	1	250	1	56	1	0	0	0	0	306	1	0	0	114	1	0	9	0	9	192	1	0	9	0	9	0	9	306	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	8	0	9	306	1	6	1	4	1	0	1	0	1	 	0	1	49	1	0	9	0	9	0	9	59	1	6	346	1	318	1	330	1	0	9	200	1	61	1	55	1	0	1	0	1	8	1	16	1	0	1	8	1	3	1	6	1	4	1	4	1	5	1	1	1	20	1	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	1	13	1	74	1	-9	0	0	0	0	-9	0	0	0	0	99	1	0	9	1	1	19	1	0	9	2	1	39	1	3	1.0769231
041046046061000000000	041046046	AR	MILLER COUNTY	MILLER COUNTY JAIL	TEXARKANA	71854	8	2.7519	244	1	0	0	244	1	0	0	1	3	0	205	1	38	1	1	0	0	0	244	1	1	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	244	1	109	1	124	1	10	1	0	0	1	0	0	0	0	0	 	0	0	0	0	244	1	13	1	0	0	1	1	0	0	 	0	0	11	1	0	0	6	1	1	0	32	1	30	244	1	197	1	330	1	300	1	0	9	36	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3.0174342
471002002062000000000	471002002	VA	ALBEMARLE-CHARLOTTESVILLE COUNTY	ALBEMARLE-CHARLOTTESVILLE REGIONAL JAIL	CHARLOTTESVILLE	22902	12	1	492	5	0	9	0	9	0	9	1	0	9	0	9	0	9	0	0	0	0	0	9	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	8	0	9	13	0	0	0	1	0	0	0	 	0	0	0	9	0	9	0	9	0	9	14	0	18	0	9	532	5	329	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1	0	9	0	9	-9	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	1.0769231
321017017062000000000	321017017	NM	GALLUP-MCKINLEY COUNTY	GALLUP/MCKINLEY CO ADULT DETENTION CENTER	Gallup	87301	12	1	333	0	0	0	333	0	0	0	1	0	0	288	0	45	0	0	0	0	0	333	0	0	0	6	0	0	0	6	0	327	0	113	0	214	0	0	0	333	0	5	0	5	0	35	0	286	0	0	0	0	0	2	0	 	0	0	0	0	333	0	0	0	0	0	0	0	0	0	NM Counties/tribal entities	214	0	0	0	0	0	0	0	0	0	214	0	28	333	0	310	1	328	0	328	0	328	0	101	0	90	0	0	1	10	1	3	1	20	1	10	1	5	1	5	1	5	1	3	1	3	1	1	1	0	1	22	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	16	0	62	0	-9	0	0	0	0	-9	0	0	0	0	2	1	14	1	4	1	2	1	0	1	0	1	0	1	0	1.0769231
491014014062000000000	491014014	WV	HAMPSHIRE COUNTY	POTOMAC HIGHLANDS REGIONAL JAIL	AUGUSTA	26704	12	1	311	0	0	0	311	0	0	0	1	20	1	277	1	34	1	0	0	0	0	311	0	0	0	185	1	0	1	185	1	126	1	126	1	0	1	0	1	311	0	275	1	30	1	6	1	0	0	0	0	0	0	0	0	 	0	0	0	0	311	0	1	1	0	1	0	0	0	0	 	0	0	169	1	0	0	0	0	0	0	170	1	17	344	1	308	1	328	1	328	1	200	1	48	1	59	1	0	1	6	1	22	1	4	1	1	1	2	1	4	1	6	1	10	1	0	1	4	1	18	1	41	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	1	15	1	77	1	-9	0	0	0	0	-9	0	0	0	0	99	1	24	1	0	1	7	1	0	1	0	1	2	1	20	1.0769231
231039039061000000000	231039039	MI	KALAMAZOO COUNTY	KALAMAZOO COUNTY SHERIFF'S OFFICE JAIL	KALAMAZOO	49048	7	1.4136	315	0	0	0	315	0	0	9	1	1	1	255	1	50	1	10	1	0	1	315	0	0	8	0	9	0	9	0	9	0	9	0	9	0	9	0	9	315	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	315	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	10	473	0	418	0	327	0	0	9	327	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5742364
151034034061000000000	151034034	IN	HOWARD COUNTY	HOWARD COUNTY CRIMINAL JUSTICE CENTER	KOKOMO	46901	7	1.4136	349	0	0	0	349	0	0	0	1	2	0	266	0	78	0	5	0	0	0	349	0	5	0	42	0	0	0	42	0	307	0	304	0	3	0	0	0	349	0	255	0	87	0	7	0	0	0	0	0	0	0	0	0	 	0	0	0	0	349	0	0	0	0	0	0	0	0	0	 	0	0	3	0	0	0	0	0	0	0	3	0	7	355	0	326	0	324	0	380	0	263	0	90	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.5742364
341023023060000017500	341023023	NC	CLEVELAND COUNTY	CLEVELAND COUNTY	SHELBY	28150	8	2.7519	270	0	0	0	270	0	0	0	-9	0	0	231	0	35	0	4	0	0	0	270	0	4	0	29	0	0	0	29	0	241	0	241	0	0	0	0	0	270	0	132	0	132	0	5	0	0	0	1	0	0	0	0	0	 	0	0	0	0	270	0	0	0	0	0	0	0	0	0	 	0	0	12	0	0	0	13	0	0	0	25	0	24	277	0	263	0	324	0	324	0	324	0	108	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174342
441046046061000000000	441046046	TX	COMAL COUNTY	COMAL COUNTY JAIL	NEW BRAUNFELS	78130	7	1.4136	253	0	0	0	253	0	14	0	1	5	0	211	1	42	1	0	0	0	0	253	0	0	0	50	0	40	1	10	1	203	0	163	1	20	1	20	1	253	0	150	1	20	1	50	1	0	9	0	9	0	9	33	1	 	0	8	0	8	253	0	0	0	0	0	6	1	0	0	 	0	0	14	1	0	0	0	0	0	0	20	1	23	271	0	271	0	318	0	337	0	337	0	105	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.5742364
381009009062000000000	381009009	OR	DESCHUTES COUNTY	DESCHUTES COUNTY CORRECTIONAL FACILITY	Bend	97701	8	2.7519	219	0	0	0	219	0	4	1	-9	0	0	185	0	34	0	0	0	0	0	219	0	0	0	219	9	184	9	35	9	184	9	12	9	4	9	0	9	219	0	196	0	6	0	8	0	9	0	0	0	0	0	0	0	 	0	0	0	0	219	0	0	0	0	0	1	0	0	0	 	0	0	2	0	0	0	1	0	0	0	4	0	9	247	0	231	0	318	0	318	0	318	0	131	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174342
361078078061000000000	361078078	OH	TRUMBULL COUNTY	TRUMBULL COUNTY JAIL	WARREN	44481	7	1.4136	291	0	0	0	291	0	0	0	-9	0	0	241	0	50	0	0	0	0	0	291	0	0	0	116	1	3	1	113	1	175	1	169	1	6	1	0	1	291	0	148	1	134	1	8	1	0	0	1	1	0	0	0	0	 	0	0	0	0	291	0	6	1	0	0	0	0	0	0	 	0	0	25	1	0	0	0	0	0	0	31	0	25	292	1	287	1	314	0	284	0	310	0	116	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
191048046061000000000	191048046	LA	SHERMAN WALKER PARISH	ST. JOHN BAPTIST PARISH	LAPLACE	70068	7	1.4136	201	0	0	0	201	0	0	9	-9	0	9	196	0	5	0	0	0	0	0	201	0	0	9	86	0	0	0	86	0	115	0	109	0	6	0	0	0	201	0	47	0	154	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	201	0	0	1	0	1	0	1	0	1	 	0	1	90	0	0	0	0	0	0	0	90	0	6	225	0	214	0	312	0	312	0	312	0	61	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
181063063060100000000	181063063	KY	LAUREL COUNTY	LAUREL COUNTY DETENTION CENTER	London	40741	7	1.4136	374	0	0	0	374	0	0	0	1	2	0	300	0	74	0	0	0	0	0	374	0	0	0	51	0	0	0	51	0	323	0	323	0	0	0	0	0	374	0	363	0	10	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	374	0	77	0	3	0	0	0	0	0	 	0	0	48	0	0	0	45	0	0	0	173	0	8	451	0	413	0	310	0	310	0	310	0	73	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.5742364
251038038061000000000	251038038	MS	LAUDERDALE COUNTY	LAUDERDALE COUNTY SHERIFF'S DEPT. JAIL	MERIDIAN	39301	7	1.4136	313	1	26	1	339	1	0	0	1	3	1	257	1	47	1	8	1	1	1	313	1	9	1	47	1	4	1	43	0	266	1	182	1	84	1	0	8	313	1	104	0	207	0	0	8	0	8	0	8	0	8	0	8	 	0	8	2	0	313	1	0	8	0	8	2	1	0	8	 	0	8	47	1	1	0	0	8	0	8	50	1	3	349	1	292	1	310	1	280	0	310	0	63	1	77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	8	0	8	0	8	18	1	0	8	0	8	 	0	8	26	1	25	1	0	8	1	1	0	8	26	1	3	0	23	1	26	1	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1.5742364
481032032063000000000	481032032	WA	SPOKANE COUNTY	SPOKANE COUNTY GEIGER CORRECTIONS CENTER	SPOKANE	99260	1	1	297	0	0	0	297	0	2	0	-9	0	0	244	0	53	0	0	0	0	0	297	0	0	0	215	0	175	0	40	0	82	0	82	0	0	0	0	0	297	0	272	0	14	0	1	0	7	0	3	0	0	0	0	0	 	0	0	0	0	297	0	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0	11	301	0	251	0	310	0	310	0	600	0	71	0	66	0	0	0	6	0	0	0	6	0	0	0	12	0	0	0	27	0	5	0	10	0	0	0	0	0	5	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	19	0	79	0	1	3	0	0	0	-9	0	0	0	0	99	0	16	0	13	0	0	0	79	0	3	0	0	0	0	1.0695652
391028028060100000000	391028028	PA	FRANKLIN COUNTY	FRANKLIN COUNTY PRISON	CHAMBERSBURG	17201	2	2.4167	437	0	0	0	437	0	10	0	1	7	0	372	0	65	0	0	0	0	0	437	0	0	0	298	0	34	0	264	0	139	0	126	0	13	0	0	0	437	0	317	0	84	0	35	0	0	0	1	0	0	0	0	0	 	0	0	0	0	437	0	7	0	0	0	1	0	0	0	 	0	0	0	0	0	0	33	0	0	0	41	0	30	443	0	397	0	308	0	474	0	515	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2.4857486
