RTIID	GID	JURISID	COUNTY	NAME	YEAR	CITY	STATE	ZIP	STATEFIPS	CNTYCODE	STRATUM	FINALWT	DESIGNWT	CLASS	STATUS	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	UNCONV	UNCONV_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	OTHERFEDSPEC	OTHERFED	OTHERFED_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	OTHERHOLDTOT	OTHERHOLDTOT_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPM	ADPM_FLAG	ADPF	ADPF_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISM	ADMISM_FLAG	ADMISF	ADMISF_FLAG	ADMIS	ADMIS_FLAG	RELEASEM	RELEASEM_FLAG	RELEASEF	RELEASEF_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFM	CORRSTAFFM_FLAG	CORRSTAFFF	CORRSTAFFF_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFM	OTHERSTAFFM_FLAG	OTHERSTAFFF	OTHERSTAFFF_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG
10957204	231061061061000000000	231061061	MUSKEGON COUNTY	MUSKEGON COUNTY SHERIFFS OFFICE	2018	MUSKEGON	23	49440	26	26121	2	2.79653669	2.71428561	13	1	501	0	0	0	501	0	1	0	0	4	1	410	0	91	0	0	0	0	0	501	0	0	0	237	0	264	0	501	0	400	0	97	0	civil	4	0	501	0	267	0	230	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	501	0	0	0	0	0	0	0	0	0	 	0	0	19	0	0	0	0	0	0	0	0	0	19	0	22	535	0	405	0	99	0	504	0	536	0	6564	0	1645	0	8209	0	6315	0	1578	0	7893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	51	0	37	0	14	0	20	0	10	0	10	0	71	0
10951321	231063063060000009300	231063063	OAKLAND COUNTY	OAKLAND COUNTY SHERIFFS OFFICE	2018	PONTIAC	23	48341	26	26125	1	1.08870968	1	7	1	1384	0	95	0	1479	0	1	0	0	11	0	1106	0	275	0	3	0	0	0	1384	0	3	0	1079	0	305	0	1384	0	736	0	624	0	Civil	24	0	1384	0	723	0	652	0	9	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1384	0	0	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	12	0	0	0	13	0	28	1388	0	1144	1	211	1	1355	0	1508	0	14284	1	3242	1	17526	0	14176	1	3218	1	17394	0	44	0	51	0	0	0	0	0	0	0	0	0	0	0	 	0	0	95	0	306	0	245	0	61	0	47	1	29	1	18	1	353	0
10957211	231070070060000009500	231070070	OTTAWA COUNTY	OTTAWA COUNTY SHERIFFS OFFICE	2018	WEST OLIVE	23	49460	26	26139	2	2.79653669	2.71428561	13	1	384	0	0	0	384	0	1	5	0	16	0	313	0	68	0	3	0	0	0	384	0	0	0	213	0	171	0	384	0	235	0	122	0	civil infractions & local ordinances	27	0	384	0	237	0	62	0	67	0	2	0	2	0	0	0	0	0	 	0	0	14	0	384	0	0	0	0	0	5	0	0	0	Home land security	2	0	8	0	0	0	0	0	131	0	0	0	146	0	25	393	0	279	0	56	0	335	0	462	0	5144	0	1601	0	6745	0	5114	0	1580	0	6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	65	0	58	0	7	0	21	0	17	0	4	0	86	0
10957213	231072072061000000000	231072072	ROSCOMMON COUNTY	ROSCOMMON COUNTY SHERIFFS OFFICE	2018	ROSCOMMON	23	48653	26	26143	5	8.89999981	7.41666651	16	1	74	0	3	1	77	0	1	2	0	0	0	57	0	17	0	0	0	0	0	74	0	0	0	40	1	34	1	74	0	25	1	46	1	Civil	3	1	74	0	64	0	8	0	1	0	1	0	0	0	0	0	0	0	 	0	0	0	0	74	0	3	1	0	0	0	0	0	0	diverted felons	4	1	0	0	0	0	0	0	3	1	0	0	10	0	18	86	0	52	1	18	1	70	0	96	0	1212	0	405	0	1617	0	1196	0	394	0	1590	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	 	0	0	3	0	13	0	9	0	4	0	4	1	2	1	2	1	17	0
10957214	231073073061000000000	231073073	SAGINAW COUNTY	SAGINAW COUNTY SHERIFFS OFFICE	2018	SAGINAW	23	48602	26	26145	1	1.06363636	1	8	1	429	0	238	0	667	0	1	0	0	0	0	366	0	57	0	6	0	0	0	429	0	6	0	140	1	289	1	429	0	250	1	179	1	 	0	0	429	0	188	1	241	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	429	0	0	0	0	0	0	0	0	0	 	0	0	12	0	0	0	14	0	0	0	0	0	26	0	18	451	0	350	1	50	1	400	0	513	0	7052	1	900	1	7952	0	7000	1	352	1	7352	0	68	0	0	0	0	0	0	0	170	0	0	0	0	0	 	0	0	238	0	25	0	18	0	7	0	8	1	6	1	2	1	33	0
10957215	231074074061000000000	231074074	ST. CLAIR COUNTY	ST. CLAIR COUNTY SHERIFFS OFFICE	2018	PORT HURON	23	48060	26	26147	7	1.40128886	1.27884614	17	1	487	0	0	0	487	0	1	4	0	0	0	415	0	67	0	5	0	0	0	487	0	3	0	198	0	289	0	487	0	250	1	100	1	FED/ICE/BOP	137	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	487	1	487	0	36	0	2	0	99	0	0	0	 	0	0	7	0	0	0	0	0	0	0	0	0	144	0	13	503	0	408	0	64	0	472	0	491	0	4138	0	1111	0	5249	0	4145	0	1114	0	5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	111	0	88	0	23	0	9	0	3	0	6	0	120	0
10957219	231078078061000000000	231078078	SHIAWASSEE COUNTY	SHIAWASSEE COUNTY SHERIFFS OFFICE	2018	CORUNNA	23	48817	26	26155	4	9	9	15	1	124	0	0	0	124	0	0	-9	-9	0	0	98	0	25	0	1	0	0	0	124	0	1	0	60	0	64	0	124	0	91	1	33	1	 	0	0	124	0	94	1	15	1	5	1	0	1	0	1	0	1	0	1	 	0	1	10	1	124	0	0	0	0	0	0	0	0	0	 	0	0	5	1	0	0	0	0	10	1	0	0	15	0	24	130	1	96	0	22	0	118	0	132	0	2046	1	632	1	2678	0	2016	1	635	1	2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	8	0	4	0	2	0	0	0	2	0	14	0
10951339	231082082060000009600	231082082	WAYNE COUNTY	WAYNE COUNTY SHERIFFS OFFICE	2018	DETROIT	23	48201	26	26163	1	1.08870968	1	7	1	1876	0	647	0	2523	0	1	14	0	92	0	1648	0	212	0	15	0	1	0	1876	0	16	0	753	0	1123	0	1876	0	1280	0	311	0	Civil/Local	285	0	1876	0	562	0	1293	0	6	0	2	0	1	0	0	0	0	0	 	0	0	12	0	1876	0	51	0	0	0	0	0	0	0	 	0	0	13	0	0	0	0	0	1802	0	10	0	1876	0	5	1975	0	1667	0	207	0	1874	0	2951	0	23151	0	3881	0	27032	0	23224	0	3895	0	27119	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	647	0	593	0	457	0	136	0	119	0	41	0	78	0	712	0
10957226	241002002060100000000	241002002	ANOKA COUNTY	ANOKA COUNTY WORK RELEASE	2018	ANOKA	24	55303	27	27003	7	1.40128886	1.27884614	17	1	91	0	0	0	91	0	1	13	0	0	0	75	0	16	0	0	0	0	0	91	0	0	0	91	0	0	0	91	0	33	1	58	1	 	0	1	91	0	67	0	23	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	91	0	0	0	0	0	0	0	0	0	 	0	0	13	0	0	0	0	0	0	0	0	0	13	0	27	98	0	99	0	18	0	117	0	240	0	1383	0	407	0	1790	0	1003	0	397	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	33	0	19	0	14	0	9	0	5	0	4	0	42	0
10957227	241002002061000000000	241002002	ANOKA COUNTY	ANOKA COUNTY SHERIFFS OFFICE	2018	ANOKA	24	55303	27	27003	7	1.40128886	1.27884614	17	1	204	0	0	0	204	0	0	-9	-9	14	0	180	0	24	0	0	0	0	0	204	0	0	0	3	0	201	0	204	0	175	0	29	0	 	0	0	204	0	0	0	55	0	0	0	5	0	6	0	0	0	0	0	White/Hispanic	135	0	3	0	204	0	19	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	19	0	26	234	0	162	0	23	0	185	0	238	0	8260	0	3059	0	11319	0	8269	0	3057	0	11326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	74	0	58	0	16	0	6	0	3	0	3	0	80	0
10957231	241007007061000000000	241007007	BLUE EARTH COUNTY, LE SUEUR COUNTY, NICOLLET COUNTY	BLUE EARTH COUNTY SHERIFFS OFFICE	2018	MANKATO	24	56002	27	27013	9	9.77586207	9	19	1	121	0	0	0	121	0	0	-9	-9	0	0	103	0	18	0	0	0	0	0	121	0	0	0	27	1	94	1	121	0	95	1	26	1	 	0	1	121	0	83	1	28	1	9	1	1	1	0	1	0	1	0	1	 	0	1	0	1	121	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	137	1	104	1	12	1	116	0	143	1	1876	1	629	1	2505	0	1838	1	625	1	2463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	36	1	22	1	14	1	3	1	1	1	2	1	39	0
10957241	241018018060000018200	241018018	CROW WING COUNTY	CROW WING COUNTY JAIL	2018	BRAINERD	24	56401	27	27035	8	5.51656634	4.90361452	18	1	226	0	0	0	226	0	0	-9	-9	0	0	173	1	53	1	0	0	0	0	226	0	0	0	75	1	151	1	226	0	195	1	31	1	 	0	0	226	0	151	1	20	1	0	0	45	1	0	0	0	0	0	0	 	0	0	10	1	226	0	0	0	0	0	0	0	0	0	 	0	0	55	0	0	0	0	0	47	0	0	0	102	0	1	248	0	181	1	42	1	223	0	276	0	3410	0	1336	0	4746	0	3125	1	1341	1	4466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	55	0	42	0	13	0	6	0	4	0	2	0	61	0
10957249	241027027061000000000	241027027	HENNEPIN COUNTY	HENNEPIN COUNTY SHERIFFS OFFICE	2018	MINNEAPOLIS	24	55415	27	27053	1	1.08870968	1	7	1	787	0	0	0	787	0	0	-9	-9	67	0	688	0	98	0	1	0	0	0	787	0	1	0	0	0	787	0	787	0	618	0	42	0	Gross Misdemeanor  Probable Cause  Other	127	0	787	0	200	1	469	0	45	1	54	0	19	0	0	0	0	0	 	0	0	0	0	787	0	0	0	0	0	0	0	0	0	 	0	0	30	1	10	1	0	0	20	1	10	1	70	0	4	897	0	714	1	92	1	806	0	842	0	24639	0	7320	0	31959	0	24658	0	7309	0	31967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	261	0	199	0	62	0	146	0	54	0	92	0	407	0
10957248	241027027060100000000	241027027	HENNEPIN COUNTY	HENNEPIN COUNTY ADULT CORRECTIONS	2018	PLYMOUTH	24	55447	27	27053	1	1.08870968	1	7	1	432	0	220	0	652	0	1	3	0	10	1	358	0	74	0	0	0	0	0	432	0	0	0	432	0	0	0	432	0	298	0	134	0	 	0	0	432	0	166	0	215	0	10	1	25	1	10	1	4	1	0	1	 	0	1	2	1	432	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	432	0	370	0	76	0	446	0	406	0	4519	0	1351	0	5870	0	4016	0	1218	0	5234	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	220	0	138	0	98	0	40	0	43	0	12	0	31	0	181	0
10958850	241035035061000000000	241035035	KITTSON COUNTY	KITTSON COUNTY SHERIFFS DEPARTMENT	2018	HALLOCK	24	56728	27	27069	10	16.58679203	14.89999962	20	1	3	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	3	0	2	0	1	0	 	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	1	1	1	3	0	6	0	60	0	10	0	70	0	59	0	9	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	7	0	4	0	3	0	2	0	1	0	1	0	9	0
10957263	241043043061000000000	241043043	MCLEOD COUNTY	MCLEOD COUNTY SHERIFFS OFFICE	2018	GLENCOE	24	55336	27	27085	10	16.58679203	14.89999962	20	1	32	0	10	0	42	0	1	3	0	2	0	27	0	5	0	0	0	0	0	32	0	0	0	4	0	28	0	32	0	10	0	22	0	 	0	0	32	0	12	1	5	1	12	1	3	1	0	0	0	0	0	1	 	0	0	0	0	32	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	32	0	27	0	5	0	32	0	59	0	880	1	381	1	1261	0	864	1	376	1	1240	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	10	0	15	0	7	0	8	0	2	0	1	0	1	0	17	0
10957268	241049049061000000000	241049049	MORRISON COUNTY	MORRISON COUNTY SHERIFFS OFFICE	2018	LITTLE FALLS	24	56345	27	27097	9	9.77586207	9	19	1	67	0	0	0	67	0	0	-9	-9	0	1	57	0	10	0	0	0	0	0	67	0	0	0	8	0	59	0	67	0	53	0	14	0	 	0	0	67	0	58	0	2	0	0	0	7	0	0	0	0	0	0	0	 	0	0	0	0	67	0	0	0	0	0	0	0	0	0	 	0	0	3	0	0	0	0	0	5	0	0	0	8	0	22	68	0	60	0	3	0	63	0	150	0	1317	0	300	0	1617	0	1300	1	300	1	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	20	0	13	0	7	0	8	0	3	0	5	0	28	0
10957278	241062062060200000000	241062062	RAMSEY COUNTY	RAMSEY COUNTY CORRECTIONAL FACILITY	2018	MAPLEWOOD	24	55119	27	27123	1	1.06363636	1	8	1	296	0	43	0	339	0	1	0	0	0	0	228	0	68	0	0	0	0	0	296	0	0	0	259	0	37	0	296	0	94	1	202	1	 	0	0	296	0	94	0	138	0	17	0	13	0	25	0	0	0	8	0	 	0	0	1	0	296	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	296	0	225	0	72	0	297	0	556	0	2163	0	2002	0	4165	0	1905	0	1916	0	3821	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	43	0	86	0	60	0	26	0	39	0	21	0	18	0	125	0
10957279	241062062062000000000	241062062	RAMSEY COUNTY	RAMSEY COUNTY SHERIFFS OFFICE	2018	ST. PAUL	24	55101	27	27123	1	1.06363636	1	8	1	391	0	0	0	391	0	0	-9	-9	10	1	351	0	40	0	0	0	0	0	391	0	0	0	42	0	349	0	391	0	184	1	207	1	 	0	1	391	0	111	0	206	0	22	0	16	0	32	0	0	0	4	0	 	0	0	0	0	391	0	1	0	0	0	0	0	0	0	FBI	1	0	44	0	4	0	0	0	117	0	6	0	173	0	25	444	0	362	0	43	0	405	0	500	0	16078	0	4579	0	20657	0	16053	0	4576	0	20629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	142	0	103	0	39	0	24	0	19	0	5	0	166	0
10957280	241064064061000000000	241064064	REDWOOD COUNTY, RENVILLE COUNTY	REDWOOD COUNTY SHERIFFS OFFICE	2018	REDWOOD FALLS	24	56283	27	27127	10	16.58679203	14.89999962	20	1	17	1	0	0	17	0	0	-9	-9	0	0	15	0	2	0	0	0	0	0	17	0	0	0	5	0	12	0	17	0	8	0	4	0	Gross misdemeanors	5	0	17	0	7	0	0	0	1	0	9	0	0	0	0	0	0	0	 	0	0	0	0	17	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	1	15	1	2	1	17	0	21	0	500	1	200	1	700	0	500	1	200	1	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0	5	0	3	0	2	0	1	0	1	0	10	0
10957281	241065065061000000000	241065065	RENVILLE COUNTY	RENVILLE COUNTY SHERIFFS OFFICE	2018	OLIVIA	24	56277	27	27129	9	9.77586207	9	19	1	48	0	0	0	48	0	0	-9	-9	0	0	38	0	10	0	0	0	0	0	48	0	0	0	14	0	34	0	48	0	30	0	18	0	 	0	0	48	0	38	0	4	0	2	0	3	0	1	0	0	0	0	0	 	0	0	0	0	48	0	0	0	4	0	0	0	0	0	 	0	0	7	0	0	0	0	0	16	0	0	0	27	0	9	65	0	51	0	11	0	62	0	72	0	657	0	228	0	885	0	669	0	238	0	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	14	0	8	0	6	0	4	0	2	0	2	0	18	0
10957287	241071071061000000000	241071071	SHERBURNE COUNTY	SHERBURNE COUNTY SHERIFFS OFFICE	2018	ELK RIVER	24	55330	27	27141	7	1.40128886	1.27884614	17	1	603	0	2	0	605	0	1	5	0	241	0	553	1	50	1	0	0	0	0	603	0	0	0	90	1	513	1	603	0	277	1	326	1	 	0	0	603	0	166	1	184	1	201	1	25	1	27	1	0	0	0	0	 	0	0	0	0	603	0	241	0	0	0	264	0	4	0	 	0	0	17	0	0	0	0	0	40	0	0	0	566	0	18	643	0	563	1	50	1	613	0	662	0	5229	0	953	0	6182	0	4667	1	900	1	5567	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	 	0	0	2	0	123	0	100	0	23	0	42	0	7	0	35	0	165	0
10957289	241073073061000000000	241073073	BENTON COUNTY, SHERBURNE COUNTY, STEARNS COUNTY	STEARNS COUNTY SHERIFFS OFFICE	2018	ST. CLOUD	24	56302	27	27145	8	5.51656634	4.90361452	18	1	149	0	0	0	149	0	0	-9	-9	5	1	125	0	24	0	0	0	0	0	149	0	0	0	50	1	99	1	149	0	120	1	29	1	 	0	1	149	0	89	1	20	1	20	1	2	1	5	1	2	1	11	1	 	0	0	0	0	149	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	156	0	126	0	20	0	146	0	159	0	5597	1	1870	1	7467	0	5587	1	1863	1	7450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	65	1	40	1	25	1	20	1	17	1	3	1	85	0
10957290	241074074061000000000	241074074	STEELE COUNTY	STEELE COUNTY DETENTION CENTER	2018	OWATONNA	24	55060	27	27147	9	9.77586207	9	19	1	106	0	0	0	106	0	1	0	0	3	1	84	0	22	0	0	0	0	0	106	0	0	0	30	1	76	1	106	0	27	1	9	1	Unknown-Either boareded inmate or not specified in	70	1	106	0	79	0	19	0	3	0	3	0	0	0	2	0	0	0	 	0	0	0	0	106	0	0	0	0	0	0	0	0	0	 	0	0	20	0	0	0	0	0	60	0	0	0	80	0	27	113	0	95	0	14	0	109	0	154	0	1418	0	479	0	1897	0	1417	0	476	0	1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0	23	0	11	0	12	0	4	0	8	0	46	0
10958856	241087087061000000000	241087087	CHIPPEWA COUNTY, YELLOW MEDICINE COUNTY	YELLOW MEDICINE COUNTY SHERIFFS OFFICE	2018	GRANITE FALLS	24	56241	27	27173	10	16.58679203	14.89999962	20	1	16	0	0	0	16	0	1	1	0	0	0	11	0	5	0	0	0	0	0	16	0	0	0	7	0	9	0	16	0	11	0	5	0	 	0	0	16	0	14	0	1	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	16	0	0	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	5	0	0	0	6	0	11	21	1	17	1	8	1	25	0	40	0	449	0	262	0	711	0	438	0	257	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	15	0	8	0	7	0	2	0	1	0	1	0	17	0
10957277	241060060060100000000	246060060	POLK COUNTY	TRI COUNTY COMMUNITY CORRECTIONS	2018	CROOKSTON	24	56716	27	27119	12	1.10526316	1	24	1	197	0	0	0	197	0	0	-9	-9	0	0	152	0	45	0	0	0	0	0	197	0	0	0	62	0	135	0	197	0	157	0	40	0	 	0	0	197	0	72	1	14	0	72	1	31	0	1	0	0	0	0	0	 	0	0	7	0	197	0	13	0	2	0	0	0	0	0	 	0	0	15	0	0	0	0	0	57	0	0	0	87	0	4	209	0	148	0	43	0	191	0	197	1	2231	0	704	0	2935	0	2221	0	684	0	2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	36	0	26	0	10	0	9	0	4	0	5	0	45	0
10957284	241069069060100000000	246069069	ST. LOUIS COUNTY	ARROWHEAD REGIONAL CORRECTIONS	2018	DULUTH	24	55802	27	27137	12	1.10526316	1	24	1	99	0	0	0	99	0	0	-9	-9	0	0	99	0	0	0	0	0	0	0	99	0	0	0	91	0	8	0	99	0	72	0	27	0	 	0	0	99	0	79	0	10	0	0	0	9	0	1	0	0	0	0	0	 	0	0	0	0	99	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	103	0	90	0	0	0	90	0	144	0	848	0	0	0	848	0	837	0	0	0	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0	21	0	13	0	27	0	11	0	16	0	61	0
10957301	251002002061000000000	251002002	ALCORN COUNTY	ALCORN COUNTY SHERIFFS OFFICE	2018	CORINTH	25	38834	28	28003	7	1.40128886	1.27884614	17	1	116	0	0	0	116	0	1	0	1	0	0	97	0	19	0	0	0	0	0	116	0	0	0	3	0	113	0	116	0	85	0	28	0	Child Support	3	0	116	0	79	0	36	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	116	0	1	0	0	0	0	0	0	0	 	0	0	25	0	0	0	0	0	5	0	0	0	31	0	24	126	0	87	1	20	1	107	0	212	0	1950	1	321	1	2271	0	1950	1	321	1	2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	8	0	4	0	2	0	0	0	2	0	14	0
10957305	251006006060000018700	251006006	BOLIVAR COUNTY	BOLIVAR COUNTY REGIONAL CORRECTIONAL FACILITY	2018	CLEVELAND	25	38732	28	28011	7	1.40128886	1.27884614	17	1	388	0	0	0	388	0	0	-9	-9	0	1	378	0	10	0	0	0	0	0	388	0	0	0	295	0	93	1	388	0	306	0	82	0	 	0	0	388	0	110	0	268	0	9	0	0	0	1	0	0	0	0	0	 	0	0	0	0	388	0	3	0	0	0	0	0	0	0	 	0	0	295	0	0	0	0	0	90	0	0	0	388	0	1	410	0	348	0	5	0	353	0	388	0	1704	0	216	0	1920	0	1334	0	208	0	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	43	0	20	0	23	0	12	0	4	0	8	0	55	0
10957308	251009009060000018300	251009009	CHICKASAW COUNTY	CHICKASAW COUNTY SHERIFFS OFFICE	2018	HOUSTON	25	38851	28	28017	2	2.79653669	2.71428561	13	1	298	1	0	1	298	0	0	-9	-9	0	1	295	1	2	1	1	1	0	1	298	0	1	1	281	1	17	1	298	0	296	1	2	1	 	0	1	298	0	155	1	138	1	3	1	0	1	2	1	0	1	0	0	 	0	1	0	1	298	0	0	1	0	1	0	1	0	1	 	0	1	296	1	0	1	0	1	0	0	0	0	296	0	7	321	1	338	1	3	1	341	0	512	1	1115	1	181	1	1296	0	1137	1	183	1	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	38	1	22	1	16	1	16	1	6	1	10	1	54	0
10951441	251024024060000010000	251024024	HARRISON COUNTY	HARRISON COUNTY SHERIFFS DEPARTMENT	2018	GULFPORT	25	39503	28	28047	1	1.06363636	1	8	1	840	0	0	0	840	0	1	0	0	10	0	704	0	136	0	0	0	0	0	840	0	0	0	80	1	760	1	840	0	420	1	420	1	 	0	0	840	0	440	0	359	0	25	0	0	0	16	0	0	0	0	0	 	0	0	0	0	840	0	55	0	0	0	0	0	0	0	federal	1	0	243	0	0	0	0	0	532	0	9	0	840	0	15	870	0	737	0	131	0	868	0	760	0	7191	0	2406	0	9597	0	7205	0	2392	0	9597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	123	0	72	0	51	0	24	0	10	0	14	0	147	0
10957320	251025025060000010100	251025025	HINDS COUNTY, MADISON COUNTY, RANKIN COUNTY	HINDS COUNTY SHERIFFS OFFICE	2018	JACKSON	25	39201	28	28049	1	1.06363636	1	8	1	615	1	0	1	615	0	0	-9	-9	0	1	563	1	35	1	17	1	0	1	615	0	17	1	18	1	597	1	615	0	600	1	15	1	 	0	1	615	0	86	1	523	1	6	1	0	1	0	1	0	1	0	1	 	0	1	0	1	615	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	615	1	580	1	35	1	615	0	1100	1	4065	1	857	1	4922	0	4408	1	750	1	5158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	232	1	124	1	108	1	127	1	81	1	46	1	359	0
10957323	251028028060000020101	251028028	ISSAQUENA COUNTY	ISSAQUENA COUNTY SHERIFFS OFFICE	2018	MAYERSVILLE	25	39113	28	28055	7	1.40128886	1.27884614	17	1	3	0	4	0	7	0	0	-9	-9	3	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	 	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	6	0	6	0	3	0	0	3	3	3	3	3	0	3	0	3	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	 	0	0	4	0	3	0	3	0	0	0	6	0	3	0	3	0	9	0
